"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","CATEGORY","SALARIES","BENEFITS","SALARIES_AND_BENEFITS","% Rev- GF/Title/Lottery","% Rev- Total K-12","% Exp- GF/Title/Lottery","% Exp-Total K-12"
"2019-20","791","Trion City","ALL","All Column Values","Teachers and Paraprofessionals",5401615.76,2601558.52,8003174.28,57.9,51.36,60.26,53.89
"2019-20","792","Valdosta City","ALL","All Column Values","General Administration",860673.39,452609.1,1313282.49,1.55,1.33,1.57,1.32
"2019-20","792","Valdosta City","ALL","All Column Values","School Administration",2920929.71,1724634.25,4645563.96,5.5,4.7,5.54,4.66
"2019-20","792","Valdosta City","ALL","All Column Values","Teachers and Paraprofessionals",29057836.72,15221670.79,44279507.51,52.41,44.8,52.82,44.44
"2019-20","793","Vidalia City","ALL","All Column Values","General Administration",395893.91,187311.61,583205.52,2.48,2.1,2.53,2.18
"2019-20","793","Vidalia City","ALL","All Column Values","School Administration",840835.88,361732.6,1202568.48,5.11,4.34,5.22,4.5
"2019-20","793","Vidalia City","ALL","All Column Values","Teachers and Paraprofessionals",8793734.35,4012531.96,12806266.31,54.39,46.17,55.56,47.91
"2019-20","850","Northwest Georgia RESA","ALL","All Column Values","General Administration",141123.83,91931.48,233055.31,2.68,2.68,2.64,2.64
"2019-20","850","Northwest Georgia RESA","ALL","All Column Values","School Administration",0,49329.89,49329.89,0.57,0.57,0.56,0.56
"2019-20","850","Northwest Georgia RESA","ALL","All Column Values","Teachers and Paraprofessionals",2499862.91,1330752.74,3830615.65,44.06,44.06,43.34,43.34
"2019-20","852","North Georgia RESA","ALL","All Column Values","General Administration",203687.79,99896.25,303584.04,7.05,7.05,7.31,7.31
"2019-20","852","North Georgia RESA","ALL","All Column Values","School Administration",117913.32,118291.52,236204.84,5.48,5.48,5.69,5.69
"2019-20","852","North Georgia RESA","ALL","All Column Values","Teachers and Paraprofessionals",1133324.48,598215.47,1731539.95,40.2,40.2,41.68,41.68
"2019-20","854","Pioneer RESA","ALL","All Column Values","General Administration",311710.23,137684.82,449395.05,4.07,3.74,4.38,3.38
"2019-20","854","Pioneer RESA","ALL","All Column Values","School Administration",0,0,0,0,0,0,0
"2019-20","854","Pioneer RESA","ALL","All Column Values","Teachers and Paraprofessionals",2900373.16,1498877.19,4399250.35,39.88,36.59,42.85,33.04
"2019-20","856","Metro RESA","ALL","All Column Values","General Administration",248276.88,179393.97,427670.85,3.32,3.32,3.41,3.41
"2019-20","856","Metro RESA","ALL","All Column Values","School Administration",175869.6,213438.19,389307.79,3.02,3.02,3.11,3.11
"2019-20","856","Metro RESA","ALL","All Column Values","Teachers and Paraprofessionals",1575665.11,790511.47,2366176.58,18.36,18.36,18.89,18.89
"2019-20","858","Northeast Georgia RESA","ALL","All Column Values","General Administration",196630.82,53481.58,250112.4,2.25,2.25,2.34,2.34
"2019-20","858","Northeast Georgia RESA","ALL","All Column Values","School Administration",13817.73,27220.38,41038.11,0.37,0.37,0.38,0.38
"2019-20","858","Northeast Georgia RESA","ALL","All Column Values","Teachers and Paraprofessionals",2348090.42,1276249.52,3624339.94,32.6,32.6,33.94,33.94
"2019-20","860","West Georgia RESA","ALL","All Column Values","General Administration",324987.38,166406.27,491393.65,5.56,5.56,5.68,5.68
"2019-20","860","West Georgia RESA","ALL","All Column Values","School Administration",47150.61,124570.29,171720.9,1.94,1.94,1.98,1.98
"2019-20","860","West Georgia RESA","ALL","All Column Values","Teachers and Paraprofessionals",2198901.15,1417078.38,3615979.53,40.9,40.9,41.77,41.77
"2019-20","862","Griffin RESA","ALL","All Column Values","General Administration",290545.01,123842.03,414387.04,8.82,8.82,9.84,9.76
"2019-20","862","Griffin RESA","ALL","All Column Values","School Administration",0,0,0,0,0,0,0
"2019-20","862","Griffin RESA","ALL","All Column Values","Teachers and Paraprofessionals",75562.97,17998.7,93561.67,1.99,1.99,2.22,2.2
"2019-20","864","Middle Georgia RESA","ALL","All Column Values","General Administration",194724.49,78874.83,273599.32,8.1,8.1,7.69,7.69
"2019-20","864","Middle Georgia RESA","ALL","All Column Values","School Administration",0,0,0,0,0,0,0
"2019-20","864","Middle Georgia RESA","ALL","All Column Values","Teachers and Paraprofessionals",115818.8,37817.5,153636.3,4.55,4.55,4.32,4.32
"2019-20","866","Oconee RESA","ALL","All Column Values","General Administration",92625,40976.43,133601.43,3.85,3.85,4.01,4.01
"2019-20","866","Oconee RESA","ALL","All Column Values","School Administration",0,8505,8505,0.24,0.24,0.26,0.26
"2019-20","866","Oconee RESA","ALL","All Column Values","Teachers and Paraprofessionals",585819.66,353665.39,939485.05,27.05,27.05,28.23,28.23
"2019-20","868","Central Savannah River RESA","ALL","All Column Values","General Administration",148245.25,40796.34,189041.59,4.69,4.69,4.72,4.72
"2019-20","868","Central Savannah River RESA","ALL","All Column Values","School Administration",0,22185.8,22185.8,0.55,0.55,0.55,0.55
"2019-20","868","Central Savannah River RESA","ALL","All Column Values","Teachers and Paraprofessionals",208594.96,79014.52,287609.48,7.14,7.14,7.18,7.18
"2019-20","872","Chattahoochee-Flint RESA","ALL","All Column Values","General Administration",203978.44,28169.18,232147.62,5.6,5.6,5.67,5.67
"2019-20","872","Chattahoochee-Flint RESA","ALL","All Column Values","School Administration",0,0,0,0,0,0,0
"2019-20","872","Chattahoochee-Flint RESA","ALL","All Column Values","Teachers and Paraprofessionals",259912.49,77324.2,337236.69,8.14,8.14,8.24,8.24
"2019-20","876","Heart of Georgia RESA","ALL","All Column Values","General Administration",193497.63,112929.31,306426.94,5.71,5.71,5.64,5.64
"2019-20","876","Heart of Georgia RESA","ALL","All Column Values","School Administration",94979.04,70044.21,165023.25,3.08,3.08,3.04,3.04
"2019-20","876","Heart of Georgia RESA","ALL","All Column Values","Teachers and Paraprofessionals",784994.15,325667.38,1110661.53,20.7,20.7,20.46,20.46
"2019-20","880","First District RESA","ALL","All Column Values","General Administration",242504.07,118553.88,361057.95,4.13,4.13,4.28,4.28
"2019-20","880","First District RESA","ALL","All Column Values","School Administration",0,107526.28,107526.28,1.23,1.23,1.27,1.27
"2019-20","880","First District RESA","ALL","All Column Values","Teachers and Paraprofessionals",1465222.63,956100.05,2421322.68,27.7,27.7,28.7,28.7
"2019-20","884","Southwest Georgia RESA","ALL","All Column Values","General Administration",100638.74,38972.24,139610.98,4.55,4.55,4.75,4.75
"2019-20","884","Southwest Georgia RESA","ALL","All Column Values","School Administration",0,0,0,0,0,0,0
"2019-20","884","Southwest Georgia RESA","ALL","All Column Values","Teachers and Paraprofessionals",0,0,0,0,0,0,0
"2019-20","886","Coastal Plains RESA","ALL","All Column Values","General Administration",215948.52,153421.2,369369.72,6.53,6.53,6.51,6.51
"2019-20","886","Coastal Plains RESA","ALL","All Column Values","School Administration",332335.92,173144.4,505480.32,8.93,8.93,8.91,8.91
"2019-20","886","Coastal Plains RESA","ALL","All Column Values","Teachers and Paraprofessionals",1248872.23,585865.16,1834737.39,32.42,32.42,32.33,32.33
"2019-20","888","Okefenokee RESA","ALL","All Column Values","General Administration",127838.4,107476.77,235315.17,5.98,5.98,6.17,6.17
"2019-20","888","Okefenokee RESA","ALL","All Column Values","School Administration",0,18029.96,18029.96,0.46,0.46,0.47,0.47
"2019-20","888","Okefenokee RESA","ALL","All Column Values","Teachers and Paraprofessionals",645237.49,371293.57,1016531.06,25.81,25.81,26.63,26.63
"2019-20","ALL","All Column Values","ALL","All Column Values","General Administration",131981825.2,90467265.34,222449090.54,1.13,0.94,1.17,0.96
"2019-20","ALL","All Column Values","ALL","All Column Values","School Administration",636233907.45,362405079.91,998638987.36,5.06,4.22,5.27,4.32
"2019-20","ALL","All Column Values","ALL","All Column Values","Teachers and Paraprofessionals",7045767671.7,3481275880.74,10527043552.44,53.32,44.45,55.56,45.49
